singers,a perfect circle,abba,ac/dc,adam green,aerosmith,afi,air,alanis morissette,alexisonfire,alicia keys,all that remains,amon amarth,amy macdonald,amy winehouse,anti-flag,aphex twin,apocalyptica,arcade fire,arch enemy,arctic monkeys,as i lay dying,atb,atreyu,audioslave,avril lavigne,babyshambles,bad religion,beastie boys,beatsteaks,beck,beirut,belle and sebastian,beyonce,billy talent,bjork,black eyed peas,black sabbath,blind guardian,blink-182,bloc party,bloodhound gang,blur,boards of canada,bob dylan,bob marley,bob marley & the wailers,breaking benjamin,bright eyes,bring me the horizon,britney spears,bruce springsteen,bullet for my valentine,caliban,cascada,cat power,children of bodom,chimaira,christina aguilera,clueso,cocorosie,coldplay,crystal castles,cypress hill,daft punk,damien rice,dark tranquillity,david bowie,david guetta,death cab for cutie,deep purple,deftones,deichkind,depeche mode,dido,die apokalyptischen reiter,die toten hosen,digitalism,dimmu borgir,dire straits,disturbed,dream theater,dredg,dropkick murphys,duffy,editors,eels,elliott smith,eluveitie,elvis presley,eminem,ensiferum,enter shikari,equilibrium,eric clapton,evanescence,faithless,fall out boy,farin urlaub,feist,finntroll,flogging molly,flyleaf,foo fighters,frank sinatra,franz ferdinand,funeral for a friend,genesis,gentleman,godsmack,goldfrapp,good charlotte,gorillaz,green day,groove coverage,guano apes,guns n roses,hammerfall,hans zimmer,hatebreed,heaven shall burn,him,hoobastank,hot chip,howard shore,in extremo,in flames,incubus,interpol,iron maiden,jack johnson,james blunt,james morrison,jamiroquai,jason mraz,jay-z,jimi hendrix,jimmy eat world,johnny cash,jose gonzalez,joy division,judas priest,justice,justin timberlake,kaiser chiefs,kanye west,kate nash,katie melua,katy perry,keane,kelly clarkson,killswitch engage,kings of convenience,kings of leon,korpiklaani,kreator,lacuna coil,lady gaga,led zeppelin,lenny kravitz,leona lewis,lily allen,limp bizkit,linkin park,lostprophets,machine head,madonna,mando diao,manowar,manu chao,maria mena,marilyn manson,massive attack,metallica,mgmt,michael jackson,mika,millencolin,misfits,moby,modest mouse,mogwai,morcheeba,motorhead,muse,my chemical romance,nada surf,nelly furtado,nickelback,nightwish,nine inch nails,nirvana,nofx,norah jones,nouvelle vague,oasis,oomph!,opeth,panic at the disco,papa roach,paramore,parkway drive,pearl jam,peter fox,pink,pink floyd,placebo,porcupine tree,portishead,queen,queens of the stone age,r.e.m.,radiohead,rage against the machine,rammstein,ramones,razorlight,red hot chili peppers,regina spektor,rihanna,rise against,rob zombie,robbie williams,schandmaul,scooter,seeed,seether,serj tankian,silverstein,simple plan,slayer,slipknot,snow patrol,soilwork,sonata arctica,sonic syndicate,staind,stars,stone sour,subway to sally,sufjan stevens,sum 41,system of a down,tegan and sara,tenacious d,the beatles,the chemical brothers,the clash,the cure,the decemberists,the doors,the fratellis,the fray,the hives,the killers,the kooks,the libertines,the national,the notwist,the offspring,the postal service,the prodigy,the pussycat dolls,the rolling stones,the shins,the smashing pumpkins,the smiths,the streets,the strokes,the subways,the ting tings,the used,the white stripes,the wombats,thievery corporation,three days grace,timbaland,tom waits,tool,tori amos,travis,trivium,u2,underoath,volbeat,yann tiersen
a perfect circle,1.0,0.0,0.017917234365811652,0.0515539262226467,0.06277648205743445,0.0,0.05175491695067657,0.060717674071891624,0.0,0.0,0.1301200097264711,0.042933879074109185,0.0,0.036037498507822355,0.0,0.0,0.08586775814821837,0.0563436169819011,0.02988071523335984,0.06388765649999399,0.08728715609439695,0.0,0.024655683636076897,0.11769797726729993,0.0,0.0,0.023669053416557544,0.0,0.04688072309384954,0.025482359571881278,0.0,0.02817180849095055,0.0,0.10298573010888744,0.0,0.025482359571881278,0.027066598098038335,0.022194838080923766,0.03688555567816588,0.1138550085106622,0.02414726442081476,0.0,0.05976143046671968,0.0,0.041300810278220045,0.02988071523335984,0.04733810683311509,0.08571428571428572,0.0,0.0,0.0,0.14581652331529785,0.11769797726729993,0.0,0.031943828249996996,0.0432843655349805,0.033149677206589796,0.0,0.01698823971458752,0.0,0.09634359589461942,0.0,0.0,0.0190174565282241,0.0,0.03138824102871723,0.0,0.0,0.13228756555322954,0.0,0.3236694374850748,0.03347309635022892,0.036037498507822355,0.033149677206589796,0.046004370622823615,0.04211174438061578,0.02639818386742273,0.02817180849095055,0.02988071523335984,0.10690449676496974,0.1543033499620919,0.3474396144861517,0.023669053416557544,0.0,0.1690308509457033,0.02857142857142857,0.0,0.027066598098038335,0.0,0.0,0.023002185311411807,0.02817180849095055,0.02414726442081476,0.0,0.08132500607904443,0.0,0.09759000729485331,0.03363839659676322,0.0,0.026082026547865053,0.02817180849095055,0.03138824102871723,0.10938835388564892,0.057977103565244846,0.04040610178208843,0.06629935441317959,0.030860669992418384,0.0,0.16574838603294897,0.0,0.0,0.06440081861116377,0.035834468731623305,0.0,0.09258200997725516,0.06388765649999399,0.02817180849095055,0.05279636773484546,0.058848988633649964,0.049844478627922684,0.09862273454430759,0.06506000486323554,0.0,0.0,0.03645413082882446,0.152127765851133,0.20083857810137354,0.12327841818038449,0.021128856368212913,0.06121333677828399,0.0,0.0,0.02817180849095055,0.0,0.0,0.050964719143762556,0.07644707871564384,0.035834468731623305,0.02778850071883642,0.02778850071883642,0.0,0.026082026547865053,0.02344036154692477,0.048795003647426664,0.0,0.023904572186687872,0.0,0.0,0.02988071523335984,0.0,0.13801311186847084,0.02988071523335984,0.07166893746324661,0.027066598098038335,0.0,0.0,0.0,0.05557700143767284,0.031943828249996996,0.0,0.0,0.1541028257058839,0.10811249552346708,0.052164053095730106,0.11769797726729993,0.022587697572631283,0.016495721976846452,0.030860669992418384,0.0,0.0,0.16279138551129593,0.0832250378576479,0.165615734242165,0.0,0.0,0.0,0.029424494316824982,0.0,0.022388683141982252,0.09862273454430759,0.09416472308615167,0.0,0.0,0.13773000775113897,0.08877935232369506,0.058848988633649964,0.04069784637782398,0.04733810683311509,0.017434201093860166,0.2146693953705459,0.04688072309384954,0.02577696311132335,0.04733810683311509,0.029424494316824982,0.021466939537054593,0.060717674071891624,0.18708286933869706,0.0563436169819011,0.06018081407137796,0.023669053416557544,0.02857142857142857,0.10079052613579392,0.0,0.0,0.0432843655349805,0.14374722712498647,0.22360679774997896,0.06018081407137796,0.040996003084539386,0.14564381625088382,0.023669053416557544,0.17338428937260214,0.12036162814275592,0.11215007691282604,0.0,0.0,0.06213697660012,0.02988071523335984,0.019783564706223267,0.03268165827673002,0.06629935441317959,0.0,0.03903600291794133,0.0,0.03929887459459296,0.1301200097264711,0.06506000486323554,0.052164053095730106,0.0,0.0,0.14933067858931148,0.08728715609439695,0.11428571428571428,0.03138824102871723,0.0,0.15971914124998496,0.0,0.09467621366623018,0.0693687975619296,0.0,0.019389168358237032,0.19920476822239894,0.0,0.13754606108107537,0.029649972666444046,0.024655683636076897,0.0,0.06776309271789385,0.03253000243161777,0.046004370622823615,0.0,0.030860669992418384,0.022194838080923766,0.08827348295047495,0.03268165827673002,0.0,0.033149677206589796,0.08336550215650926,0.06829877767625106,0.09583148474999098,0.0708769911938334,0.0,0.0,0.024655683636076897,0.1744556751977294,0.0,0.0,0.022388683141982252,0.0,0.0,0.0563436169819011,0.09993062780989564,0.0,0.0,0.07644707871564384,0.04733810683311509,0.08119979429411502,0.3947089411806863,0.1255529641148689,0.030358837035945812,0.11115400287534569,0.024397501823713332,0.06506000486323554,0.052164053095730106,0.0
abba,0.0,1.0,0.052278773405661366,0.02507061052819501,0.06105625108726636,0.0,0.016778901380350607,0.02952692976787463,0.0,0.0,0.0,0.0,0.1174278480752552,0.05257497279245862,0.0,0.0,0.0,0.0,0.0,0.015534244150030001,0.0,0.11624763874381928,0.0,0.0,0.10356162766686668,0.0,0.023020462775806542,0.05014122105639002,0.0,0.0,0.06327719971683327,0.0,0.060030022518766414,0.028618190351607124,0.0,0.02478407985483048,0.05264981264926564,0.021586644588817278,0.0,0.03163859985841663,0.023485569615051043,0.02952692976787463,0.0,0.023980056885558414,0.04016906586366955,0.02906190968595482,0.0,0.0,0.0,0.12683657235796025,0.0644825880219161,0.035455197425947084,0.0,0.0507346289431841,0.0,0.0,0.0,0.12683657235796025,0.08261359951610162,0.0,0.10541648579855861,0.0,0.03052812554363318,0.05548899346252454,0.02536731447159205,0.0,0.05812381937190964,0.048478616556371965,0.0,0.09672388203287414,0.0,0.032555850669650596,0.10514994558491723,0.09672388203287414,0.0,0.054610371152969205,0.025674808298154838,0.0,0.05812381937190964,0.0,0.09004503377814962,0.0,0.0,0.15007505629691603,0.02739983121755955,0.02778850071883642,0.03163859985841663,0.0,0.19179881852291683,0.02279803762937766,0.0,0.0,0.0,0.05812381937190964,0.04745789978762495,0.06105625108726636,0.0,0.0,0.04016906586366955,0.0,0.0,0.0,0.015198691752918441,0.11277677488692019,0.01964943729729648,0.0,0.060030022518766414,0.0,0.0,0.025674808298154838,0.04745789978762495,0.020878692266483083,0.06970503120754848,0.16120647005479025,0.0,0.031068488300060003,0.02739983121755955,0.10269923319261935,0.0,0.0,0.0,0.03163859985841663,0.06105625108726636,0.1144727614064285,0.017727598712973542,0.016439898730535727,0.016277925334825298,0.0,0.04109974682633932,0.04465195489297516,0.08108108108108109,0.030015011259383207,0.02739983121755955,0.08219949365267865,0.0,0.02478407985483048,0.0,0.052278773405661366,0.0,0.02702702702702703,0.0,0.0507346289431841,0.06839411288813298,0.023728949893812475,0.019110994086122903,0.09299811099505542,0.062136976600120006,0.0,0.05812381937190964,0.1643989873053573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.031068488300060003,0.060030022518766414,0.06105625108726636,0.037470006725398436,0.05841663643606513,0.0,0.0,0.24165612634006073,0.06417479348158527,0.0,0.0,0.0,0.0,0.04047223292581765,0.06711560552140243,0.06475993376645184,0.18788455692040834,0.14097096860865024,0.0,0.0,0.04355035563093422,0.0,0.0,0.026669037353133248,0.0,0.02976796992865011,0.021586644588817278,0.028618190351607124,0.05937393699957593,0.046040925551613085,0.11869522585912262,0.0,0.030397383505836883,0.0,0.06906138832741962,0.028618190351607124,0.020878692266483083,0.0,0.0,0.0547996624351191,0.039021140551928436,0.023020462775806542,0.0,0.02450715406979359,0.049820416604493975,0.09394227846020417,0.06314740019611716,0.031068488300060003,0.062136976600120006,0.019510570275964218,0.1794267501365025,0.0,0.06906138832741962,0.015330284613208399,0.0,0.03635896241727897,0.0,0.025674808298154838,0.03626056179729389,0.0,0.13469012250470785,0.01589304997902437,0.0,0.2053984663852387,0.01898315991504998,0.10028244211278003,0.019110994086122903,0.0,0.03163859985841663,0.0,0.02739983121755955,0.0,0.0,0.021223817998900444,0.02778850071883642,0.03052812554363318,0.0,0.0,0.09320546490018,0.023020462775806542,0.0,0.02778850071883642,0.0,0.012916404304868808,0.08858078930362388,0.038221988172245806,0.17302494021854173,0.023980056885558414,0.0,0.02196873875818734,0.0,0.0,0.0,0.030015011259383207,0.0,0.028618190351607124,0.01589304997902437,0.0,0.0,0.02702702702702703,0.03321361106966265,0.031068488300060003,0.03446739311292904,0.09158437663089954,0.06711560552140243,0.04796011377111683,0.024239308278185982,0.02599376224550182,0.02702702702702703,0.0,0.02279803762937766,0.03224129401095805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06105625108726636,0.02952692976787463,0.0,0.0949157995752499,0.0,0.02536731447159205,0.0
ac/dc,0.017917234365811652,0.052278773405661366,1.0,0.11315371287959321,0.17715299831526515,0.06789420142508988,0.0757299064213852,0.03807624787725668,0.0,0.08833315666719667,0.020399668712070152,0.10769589230459234,0.015142826857233714,0.011299615367639218,0.052999894000318,0.0,0.1615438384568885,0.017666631333439334,0.14990633779917228,0.09014434652418794,0.08210708272559601,0.03747658444979307,0.046384974526474186,0.11071316776170972,0.0400641540107502,0.03394710071254494,0.1335864528436336,0.048494448376968514,0.12739589027486853,0.01598006930251483,0.020399668712070152,0.017666631333439334,0.01935282499290459,0.08303487582128229,0.0,0.01598006930251483,0.2376297049878146,0.16702144855500403,0.10408972546332562,0.040799337424140304,0.18171392228680458,0.0,0.0,0.07730829087745697,0.1553992224230862,0.11242975334937921,0.05937175681939272,0.017917234365811652,0.020399668712070152,0.032712244767539374,0.041576537496303176,0.08001175769359595,0.01845219462695162,0.06542448953507875,0.0,0.17643446767894816,0.020788268748151588,0.0,0.09588041581508897,0.0,0.10573041072144791,0.0,0.059050999438421715,0.04770363159209563,0.0,0.07873466591789562,0.03747658444979307,0.015628816094818164,0.02370227315699886,0.18709441873336427,0.03690438925390324,0.07346880075141467,0.14689499977930984,0.0,0.10097320856184694,0.22887288473159564,0.01655438565145405,0.105999788000636,0.09369146112448268,0.11173358719233181,0.05805847497871377,0.0,0.10390057443393726,0.0,0.017666631333439334,0.035834468731623305,0.0,0.03394710071254494,0.07066652533375734,0.0440985774028391,0.1442474408026385,0.017666631333439334,0.12114261485786972,0.11242975334937921,0.07139884049224554,0.03936733295894781,0.03671940368172627,0.18985271618701324,0.01294993520192385,0.11449285668638781,0.08833315666719667,0.059050999438421715,0.13719557414216613,0.05453644100254488,0.07601638752104442,0.0,0.11611694995742754,0.060096231016125295,0.041576537496303176,0.049663156954362145,0.03059950306810523,0.06730993269037021,0.16853932584269662,0.08315307499260635,0.05805847497871377,0.0801283080215004,0.211999576001272,0.049663156954362145,0.05535658388085486,0.06251526437927266,0.061846632701965575,0.020399668712070152,0.0,0.05535658388085486,0.1371630131890216,0.14839970320089038,0.08396434371590247,0.030923316350982787,0.26499947000159,0.14395154830479576,0.052278773405661366,0.05805847497871377,0.052999894000318,0.03533326266687867,0.05805847497871377,0.15980069302514827,0.07990034651257413,0.14606741573033707,0.01742625780188712,0.0,0.21500681238973984,0.016356122383769687,0.014699525800946368,0.015299751534052615,0.049288900249677456,0.029981267559834456,0.0,0.01817881366751496,0.018738292224896536,0.0,0.04327423224079155,0.018738292224896536,0.02247191011235955,0.08486775178136235,0.18709441873336427,0.0,0.03485251560377424,0.1568363202169841,0.060096231016125295,0.0,0.019683666479473904,0.14495756334182272,0.15066153823518955,0.06542448953507875,0.0922609731347581,0.028329634983503674,0.0724116405896448,0.13546977495033213,0.07814408047409083,0.0,0.1148478741483052,0.06523835974245734,0.2683002398929076,0.05567381618500135,0.09085696114340229,0.01817881366751496,0.0922609731347581,0.020788268748151588,0.05616005961955094,0.015461658175491394,0.0,0.08597718124511361,0.20634523498827265,0.04798384943493192,0.05567381618500135,0.01845219462695162,0.0,0.16327233125332996,0.17492869350845422,0.06730993269037021,0.1959936773459516,0.09698889675393703,0.05937175681939272,0.0,0.10769589230459234,0.057114371815885016,0.11732026655194841,0.052999894000318,0.1257986041715917,0.04452881761454454,0.0,0.12641212350399392,0.14990633779917228,0.045428480571701145,0.1628625855497983,0.060096231016125295,0.0400641540107502,0.06289930208579585,0.05141744967290608,0.10438137558793174,0.0742146960242409,0.04942265599152349,0.1761180458402284,0.22661783337486338,0.13941006241509696,0.08277192825727024,0.27276407926918966,0.0,0.024812673580282146,0.07173170402392365,0.10394134374075793,0.049663156954362145,0.09791840981793673,0.09698889675393703,0.14786670074903235,0.06119900613621046,0.08159867484828061,0.06542448953507875,0.03533326266687867,0.14065934485336348,0.14046862023024528,0.027369027575198667,0.05375170309743496,0.07873466591789562,0.0200320770053751,0.0200320770053751,0.0200320770053751,0.11874351363878544,0.17400558050282913,0.0,0.14590811492573924,0.14990633779917228,0.03807624787725668,0.12322225062419363,0.21382631745484645,0.015461658175491394,0.059050999438421715,0.09915372244226286,0.020399668712070152,0.0576989763210554,0.08277192825727024,0.0,0.12526608641625303,0.05535658388085486,0.0614843177347917,0.07873466591789562,0.0,0.01742625780188712,0.24627469781292588,0.0200320770053751,0.08889437636544373,0.0,0.1730969289631662,0.015461658175491394,0.03125763218963633,0.016760038078849772,0.01742625780188712,0.042120044714663206,0.07349762900473183,0.062364806244454764,0.07066652533375734,0.14622257243472866,0.0,0.01903812393862834,0.03196013860502966,0.04452881761454454,0.06789420142508988,0.05824076263283536,0.03936733295894781,0.0,0.0871312890094356,0.12239801227242092,0.020399668712070152,0.1308489790701575,0.0
adam green,0.0515539262226467,0.02507061052819501,0.11315371287959321,1.0,0.0566365471788599,0.0,0.09338592095470355,0.0,0.0,0.025416428388767447,0.0,0.019367337799588276,0.0,0.14630761997152988,0.025416428388767447,0.05981486045545792,0.0,0.10166571355506979,0.026958193300859603,0.15850736486866462,0.019687480773953943,0.0,0.022244202665006454,0.053093187320189895,0.038426027846949,0.19535451620220173,0.0,0.046511627906976744,0.0986894847021565,0.09196009797434057,0.08804509063256238,0.15249857033260467,0.0,0.07963978098028483,0.06469966392206304,0.0,0.024419314525275217,0.0,0.016638958140993042,0.1467418177209373,0.0,0.08216865534971651,0.053916386601719206,0.13346521599003872,0.018630665602665245,0.0,0.0,0.15466177866794012,0.0,0.0,0.0,0.01644434374852436,0.0,0.0,0.14409760442605873,0.0,0.0,0.0,0.09196009797434057,0.14159136794714974,0.15211102569000576,0.0566365471788599,0.0,0.03431485927794596,0.047062080533501166,0.0,0.10783277320343841,0.0,0.15344872638085655,0.0,0.0,0.09059765083337043,0.09753841331435327,0.0,0.020752426878823012,0.06332158475140234,0.07144882623443115,0.0,0.0,0.016074760739013736,0.027842302319485226,0.0,0.021354071087949105,0.0,0.15249857033260467,0.1031078524452934,0.08804509063256238,0.0,0.0,0.042295493443781355,0.0,0.025416428388767447,0.0,0.0,0.02934836354418746,0.0,0.0,0.10621922425435676,0.13041465921865672,0.0,0.025416428388767447,0.0,0.16918197377512542,0.0,0.1822706541441223,0.02990743022772896,0.027842302319485226,0.02881952088521175,0.0,0.047632550822954096,0.022011272658140596,0.05810201339876483,0.03232963225131234,0.0,0.027842302319485226,0.0,0.0,0.023816275411477048,0.0,0.0,0.0,0.0,0.08495482076828985,0.0,0.01644434374852436,0.0457495710997814,0.07549804236114202,0.15570941865504517,0.038124642583151166,0.11045257468383878,0.07521183158458503,0.0,0.025416428388767447,0.025416428388767447,0.0,0.045980048987170286,0.045980048987170286,0.09698889675393703,0.02507061052819501,0.12535305264097504,0.0,0.023531040266750583,0.021147746721890678,0.15407890860698417,0.017727598712973542,0.02156655464068768,0.0576390417704235,0.0,0.053916386601719206,0.025416428388767447,0.0,0.0808745799025788,0.14548334513090555,0.0,0.02990743022772896,0.0,0.0,0.07521183158458503,0.0576390417704235,0.027842302319485226,0.02831827358942995,0.017378824984374267,0.04335040591749034,0.023531040266750583,0.053093187320189895,0.02037847864848056,0.1339410293209223,0.0,0.08993875008265757,0.0,0.03671734096770157,0.056313829183370835,0.09961164901835046,0.10012021643290916,0.0,0.1046131561931883,0.053093187320189895,0.0,0.06059678724350827,0.06673260799501936,0.0566365471788599,0.02473853479976467,0.02473853479976467,0.12425914651931862,0.0600721298597455,0.10618637464037979,0.018358670483850786,0.021354071087949105,0.015729026546513935,0.05810201339876483,0.11278798251675029,0.046511627906976744,0.06406221326384731,0.10618637464037979,0.11620402679752966,0.0,0.04822428221704121,0.05083285677753489,0.01809825061715205,0.04270814217589821,0.0,0.06819943394704735,0.061618727544821957,0.021785510047514955,0.05857632341884198,0.115278083540847,0.02881952088521175,0.05429475185145616,0.0,0.15017021115565557,0.12812442652769462,0.18486734511040576,0.0,0.04496937504132879,0.05014122105639002,0.09526510164590819,0.1121191787569319,0.10783277320343841,0.0,0.044227779740347625,0.0,0.047632550822954096,0.017609018126512475,0.0,0.035455197425947084,0.0,0.0,0.023531040266750583,0.025416428388767447,0.08993875008265757,0.0,0.07874992309581577,0.0,0.0,0.0,0.02881952088521175,0.0576390417704235,0.021354071087949105,0.031292046377037544,0.0515539262226467,0.052478357140598966,0.10783277320343843,0.13694775891619418,0.07091039485189417,0.16050011285168153,0.022244202665006454,0.02831827358942995,0.08151391459392224,0.08804509063256238,0.041504853757646024,0.07144882623443115,0.027842302319485226,0.08009617314632733,0.10618637464037979,0.1769111189613905,0.2831827358942995,0.02990743022772896,0.10028244211278003,0.030809363772410978,0.115278083540847,0.015986193890144045,0.0,0.041504853757646024,0.08897681066002582,0.06745406256199318,0.12056070554260304,0.15042366316917005,0.22218821989286366,0.10573873360945339,0.05981486045545792,0.05083285677753489,0.16528743684960326,0.0,0.0,0.045980048987170286,0.0,0.1465158871516513,0.08378915848902158,0.0566365471788599,0.08216865534971651,0.02507061052819501,0.022011272658140596,0.0,0.023531040266750583,0.08804509063256238
aerosmith,0.06277648205743445,0.06105625108726636,0.17715299831526515,0.0566365471788599,1.0,0.0,0.1137147065368355,0.10005560189476051,0.0,0.061898446059017294,0.0,0.07074999459548674,0.0,0.09897594780811197,0.0,0.0,0.04716666306365783,0.0,0.0,0.01754656015858991,0.0,0.032826608214930636,0.0,0.09697622757528539,0.0,0.02973505167250263,0.02600254837461719,0.0,0.051502620262460476,0.0,0.0,0.0,0.033903175181040524,0.0646508183835236,0.0,0.027994625547792716,0.11894020669001051,0.07314897736412561,0.0,0.01786854224729658,0.0,0.033351867298253506,0.0,0.0,0.1134314814232331,0.0,0.0,0.0,0.0,0.02865341275306264,0.10925355610938446,0.0,0.0,0.0,0.0,0.0237758517182737,0.0,0.02865341275306264,0.0746523347941139,0.0,0.09261171529135541,0.0,0.0,0.041784715648273484,0.02865341275306264,0.0,0.13130643285972254,0.0,0.0,0.10925355610938446,0.0323254091917618,0.05515973485146916,0.03959037912324479,0.03641785203646149,0.025269934785963448,0.07710579232757896,0.02900073952828708,0.0,0.09847982464479191,0.03914801463431356,0.06780635036208105,0.029361010975735173,0.05200509674923438,0.0,0.0,0.03138824102871723,0.0,0.05947010334500526,0.061898446059017294,0.0,0.025269934785963448,0.0,0.0530558109077291,0.13130643285972254,0.03573708449459316,0.0,0.0,0.09238688376739371,0.06805888885393986,0.02865341275306264,0.030949223029508647,0.0,0.1373403206998946,0.0955394632947723,0.11097419040461882,0.0,0.10170952554312156,0.07018624063435965,0.07283570407292297,0.0,0.0,0.0,0.019683666479473904,0.03641785203646149,0.0,0.1403724812687193,0.061898446059017294,0.08700221858486124,0.0323254091917618,0.027379283909669677,0.027086448924394324,0.03573708449459316,0.0,0.0,0.0600721298597455,0.037139067635410375,0.036773156567646105,0.027086448924394324,0.06963575181639445,0.15130859380629447,0.09158437663089954,0.06780635036208105,0.09284766908852594,0.061898446059017294,0.033903175181040524,0.05598925109558543,0.027994625547792716,0.07873466591789562,0.0,0.0,0.1255529641148689,0.02865341275306264,0.0772539303936907,0.05360562674188974,0.043173289177634556,0.05252257314388902,0.0,0.0,0.032826608214930636,0.0,0.0,0.032826608214930636,0.019683666479473904,0.05947010334500526,0.03641785203646149,0.0,0.0,0.21369687880543226,0.1754656015858991,0.033903175181040524,0.0,0.04232389556904849,0.11877113736973438,0.02865341275306264,0.0323254091917618,0.07444375004781977,0.018122009407318746,0.033903175181040524,0.027379283909669677,0.0636929755298482,0.06706527510148438,0.045715032088249445,0.18194353045893683,0.024382992454708537,0.0530558109077291,0.0,0.0,0.0,0.02459594839716409,0.0,0.034482758620689655,0.1204950466257556,0.0602475233128778,0.03362413195695433,0.0,0.0,0.022355091700494795,0.13001274187308595,0.09576505856351146,0.0,0.12017278061240778,0.02831827358942995,0.13001274187308595,0.0323254091917618,0.14149998919097348,0.10005560189476051,0.058722021951470346,0.0,0.044075964272126,0.0,0.0,0.1107273064716533,0.07503224734841289,0.1061116218154582,0.07132755515482112,0.0,0.03509312031717982,0.0,0.09007546982220899,0.06857254813237416,0.10401019349846875,0.05194853871537359,0.088151928544252,0.09582749368384387,0.03052812554363318,0.11600295811314831,0.1501785206706653,0.0,0.04346799081843114,0.03590369185228606,0.0,0.1450036976414354,0.021442250696755896,0.08495482076828985,0.043173289177634556,0.0,0.07147416898918632,0.0,0.030949223029508647,0.054758567819339354,0.02050661957987655,0.04794633014853841,0.0,0.0,0.0,0.03509312031717982,0.0,0.02600254837461719,0.07620775882111483,0.03138824102871723,0.042601432284230495,0.05835841460432113,0.0,0.06475993376645184,0.13029246839689126,0.027086448924394324,0.0,0.12407291674636628,0.0,0.07580980435789034,0.05800147905657416,0.0,0.048765984909417075,0.048488113787642693,0.03590369185228606,0.034482758620689655,0.0,0.0,0.0937903091855161,0.03509312031717982,0.019466160726095222,0.0,0.15161960871578067,0.0,0.027379283909669677,0.0,0.0,0.02459594839716409,0.0,0.07283570407292297,0.0,0.07318842140978753,0.0,0.0,0.0,0.05200509674923438,0.02973505167250263,0.025507216374642365,0.06896551724137931,0.033351867298253506,0.0,0.21442250696755896,0.0,0.05730682550612528,0.0
